id;nom;pays;region;localite;remontees;km_pistes;bas_m;sommet_m;lat;lon;site_officiel_connu;page_tarifs_trouvee;manque;raison;photo_url;photo_legende;forfait_jour_adulte;devise;periode;source;note
cz-kaste-petrikov;Kaste Petříkov;Tchéquie;Olomouc;;1;0.7;781;948;50.19996;17.04147;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-klepacov;Klepáčov;Tchéquie;Olomouc;;5;1;728;851;50.00887;17.14199;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-komari-vizka;Komáří vížka;Tchéquie;Ústecký;;4;1.7;642;770;50.69755;13.86509;https://www.skikomarivizka.cz/;https://www.icesty.cz/termaly-polsko/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-kostelec;Kostelec;Tchéquie;Hradec Králové;;0;0;;;50.25031;16.40814;https://skikostelec.cz/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-kouty;Kouty;Tchéquie;Olomouc;;5;6;568;1093;50.07701;17.14540;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-kraslice-saporo;Kraslice - Saporo;Tchéquie;Karlovy Vary;;1;0.9;582;739;50.31814;12.49823;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lazensky-vrch;Lázeňský vrch;Tchéquie;Olomouc;Lipová-lázně;2;0.5;505;602;50.22393;17.14104;https://www.lazenskyvrch.cz/index.php;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-lucifer;Lucifer;Tchéquie;Liberec;;3;0.7;604;729;50.79118;15.21614;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-areal-luzna;Lyžařský areál Lužná;Tchéquie;Zlín;;2;1.3;455;655;49.23477;18.01289;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-areal-nemcicky-u-breclavi;Lyžařský areál Němčičky u Břeclavi;Tchéquie;South Moravian;;2;0.6;195;256;48.93008;16.83381;https://www.sportnemcicky.cz/;https://sportnemcicky.cz/cenik/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-lyzarsky-areal-rohy;Lyžařský areál Rohy;Tchéquie;South Bohemian;;1;0;783;866;48.89366;14.21168;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-areal-svah-zlin;Lyžařský areál Svah Zlín;Tchéquie;Zlín;;3;0.5;289;336;49.21712;17.66770;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-areal-svetly-vrch;Lyžařský areál Světlý vrch;Tchéquie;Liberec;;0;0;;;50.76392;15.28723;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-areal-vernirovice;Lyžařský areál Vernířovice;Tchéquie;Olomouc;;1;0.5;504;609;50.02871;17.12855;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-vlek-filip;Lyžařský vlek Filip;Tchéquie;Liberec;;2;0.9;574;661;50.72862;15.25305;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-vlek-kubiska;Lyžařský vlek Kubiška;Tchéquie;Moravian-Silesian;;1;0;630;677;49.37157;18.41905;https://www.skibila.cz/;;forfait;site injoignable (401);;;;;;;
cz-lyzarsky-vlek-popelka;Lyžařský vlek Popelka;Tchéquie;Hradec Králové;;5;0.9;796;850;50.66577;15.61565;https://www.strazne.eu/skiareal/;https://www.strazne.eu/skiareal/cenik/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-lyzarsky-vlek-stran-cista-voda;Lyžařský vlek Stráň Čistá Voda;Tchéquie;Hradec Králové;;1;0.8;653;782;50.68771;15.57369;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-lyzarsky-vlek-visalaje;Lyžařský vlek Visalaje;Tchéquie;Moravian-Silesian;;2;0.8;702;779;49.51610;18.53023;https://www.visalajevlek.cz/;;photo;site refusé (robots.txt ou 429);;;;;;;
cz-majasport;MAJAsport;Tchéquie;Hradec Králové;;1;0.5;711;794;50.71430;15.57943;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-marianska-hora;Mariánská Hora;Tchéquie;Liberec;;2;0.5;682;737;50.77028;15.28261;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-mezihori;Mezihoří;Tchéquie;Ústecký;;2;0;663;749;50.53650;13.36498;https://tjmezihori.cz/;https://tjmezihori.cz/Price;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-mikulcin-vrch-lopata;Mikulčin vrch - Lopata;Tchéquie;Zlín;;2;1.1;608;739;48.95233;17.80293;https://www.skicentrumbilekarpaty.cz/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
cz-modra-hvezda-bahynka;Modrá hvězda - Bahýnka;Tchéquie;Liberec;;4;1.9;609;727;50.72639;15.47883;https://www.skiregion.cz/cs/rokytnice-nad-jizerou/skiareal-modra-hvezda-bahynka;;photo;site injoignable (403);;;;;;;
cz-mostek;Mostek;Tchéquie;Hradec Králové;;0;0;;;50.49741;15.72411;https://www.facebook.com/people/Skiare%C3%A1l-Mostek/100063750125310/;;photo et forfait;site injoignable (400);;;;;;;
cz-mrakotin;Mrákotín;Tchéquie;Vysocina;;2;0.7;538;597;49.18504;15.38294;http://www.ski-mrakotin.cz/index.php;"http://www.ski-mrakotin.cz/index.php?s=clanky&amp;clanek=3&amp;m=13&amp;jmeno=Cen%C3%ADk%20j%C3%ADzdn%C3%A9ho";forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-nedvedice-nutrie;Nedvědice - Nutrie;Tchéquie;Vysocina;;0;0;;;49.46994;16.30772;https://www.skinutrie.cz/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-nova-paka-machovka;Nová Paka - Máchovka;Tchéquie;Hradec Králové;Nová Paka;2;0;432;499;50.49187;15.50456;https://www.skimachovka.cz/;https://www.skimachovka.cz/cenik-skipasy/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-nove-hamry-nad-kostelem;Nové Hamry - Nad kostelem;Tchéquie;Karlovy Vary;;4;1.8;696;824;50.36221;12.71681;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-nove-hamry-u-reky;Nové Hamry - U řeky;Tchéquie;Karlovy Vary;;1;0.7;685;763;50.35945;12.71401;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-nove-mesto-na-morave;Nové Město na Moravě;Tchéquie;Vysocina;;1;1;643;730;49.57151;16.04899;https://www.skiharusak.cz/;https://skiharusak.cz/skipass/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-novy-hrozenkov-vranca;Nový Hrozenkov - Vranča;Tchéquie;Zlín;;2;4.3;465;634;49.32928;18.19476;https://www.vranca.cz/;https://pipni.cz/domeny/cenik;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-ondrasova-dolina;Ondrášova dolina;Tchéquie;Moravian-Silesian;;1;0.8;621;768;49.56213;18.42063;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-p-o-m-a-malenovice;P.O.M.A. Malenovice;Tchéquie;Moravian-Silesian;;2;0.4;604;698;49.56273;18.42155;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-pec-pod-snezkou-506936m157333;Pec pod Sněžkou;Tchéquie;Hradec Králové;;0;0;;;50.69361;15.73333;https://www.skiresort.cz/en/;https://www.skiresort.cz/en/cenik/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-pernink-velflink;Pernink - Velflink;Tchéquie;Karlovy Vary;;2;0;826;886;50.35998;12.78338;https://skiarealpernink.cz/cs;;photo;site refusé (robots.txt ou 429);;;;;;;
cz-petrikov-relax;Petříkov - Relax;Tchéquie;Olomouc;;1;0.4;766;857;50.19958;17.04551;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-petrikovice;Petříkovice;Tchéquie;Hradec Králové;;2;1.7;436;576;50.59835;15.98640;https://www.skipetrikovice.cz/;;photo et forfait;site injoignable (456);;;;;;;
cz-plavy;Plavy;Tchéquie;Liberec;;1;0;414;534;50.70175;15.31016;https://www.skiplavy.cz/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-pohori-u-malecova;Pohoří u Malečova;Tchéquie;Ústecký;;3;0.7;452;543;50.62177;14.13641;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-privrat;Přívrat;Tchéquie;Pardubice;;2;0;447;510;49.92324;16.38889;https://www.ski-privrat.cz/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
cz-prkenny-dul-bret;Prkenný Důl - Bret;Tchéquie;Hradec Králové;;2;0.4;522;596;50.64135;15.90533;https://www.bretcz.cz/;;photo;site refusé (robots.txt ou 429);;;;;;;
cz-radvanice;Radvanice;Tchéquie;Hradec Králové;;1;0.4;564;658;50.56767;16.04125;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-selsky-dvur;Selský dvůr;Tchéquie;Liberec;;1;0.3;560;627;50.76596;15.26929;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-serlissky-mlyn;Šerlišský mlýn;Tchéquie;Hradec Králové;;1;0.6;864;963;50.32531;16.36909;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-severni-svahy;Severní svahy;Tchéquie;Olomouc;;5;4;872;1159;50.12389;17.15629;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-sibenicni-vrch;Šibeniční vrch;Tchéquie;Central Bohemian;Mnichovice;2;0.3;392;422;49.93778;14.72095;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-sjezdovka-na-vysoke;Sjezdovka na Vysoké;Tchéquie;Plzeň;;1;0.3;488;551;49.79679;12.61546;Sjezdovka na Vysoké;;photo et forfait;site connu, non visité;;;;;;;
cz-sjezdovka-severka;sjezdovka Severka;Tchéquie;Hradec Králové;;1;0;422;505;50.44914;15.72340;http://www.facebook.com/p/Sjezdovka-Severka-100061028420800/;;photo et forfait;site injoignable (400);;;;;;;
cz-ski-annaberg;Ski Annaberg;Tchéquie;Moravian-Silesian;;4;2.3;711;846;50.07226;17.38451;https://www.annabergski.cz/;;photo;site refusé (robots.txt ou 429);;;;;;;
cz-ski-areal-bosino;Ski areál Bosíno;Tchéquie;Liberec;Horní Rokytnice;1;0;623;654;50.72408;15.46890;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-areal-dolni-dvur;Ski areál Dolní Dvůr;Tchéquie;Hradec Králové;;4;0.8;561;632;50.65562;15.65634;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-areal-karolinka;Ski areál Karolinka;Tchéquie;Zlín;;3;2.1;492;700;49.34668;18.25389;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-areal-na-cele;Ski areál Na Čele;Tchéquie;Moravian-Silesian;;2;0.7;460;568;49.53019;18.39001;http://skiostravice.cz/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
cz-ski-areal-opalena;Ski areál Opálená;Tchéquie;Moravian-Silesian;;3;0.6;556;646;49.57083;18.30826;https://www.areal-opalena.cz/?uri=/;;photo;site injoignable (pas de réponse);;;;;;;
cz-ski-areal-palkovice;Ski areál Palkovice;Tchéquie;Moravian-Silesian;;2;0.6;339;443;49.62501;18.31539;https://www.skipalkovice.cz/;;photo;site injoignable (404);;;;;;;
cz-ski-areal-primda;Ski areál Přimda;Tchéquie;Plzeň;;2;0.4;699;794;49.68337;12.67296;http://www.sportprimda.cz;;photo et forfait;site injoignable (pas de réponse);;;;;;;
cz-ski-areal-sacberk;Ski areál Šacberk;Tchéquie;Vysocina;;2;0.5;533;611;49.43640;15.57998;https://www.sacberk.cz/;https://www.sacberk.cz/cz/provozni-doba-cenik;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-ski-areal-sachrovka;Ski areál Sachrovka;Tchéquie;Liberec;;2;1.2;620;876;50.72590;15.48353;https://www.skiregion.cz/cs/rokytnice-nad-jizerou/skiareal-modra-hvezda-bahynka;;photo;site injoignable (403);;;;;;;
cz-ski-areal-sedlar;Ski areál Sedlář;Tchéquie;Moravian-Silesian;;1;0;771;866;50.07714;17.31163;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-areal-struhy;Ski areál Struhy;Tchéquie;Liberec;;1;0.3;262;310;50.58700;15.17587;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-areal-sukacka;Ski areál Šukačka;Tchéquie;Plzeň;;1;0.4;882;952;49.22394;13.26708;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-bike-spicak;Ski&Bike Špičák;Tchéquie;Plzeň;;7;7.4;842;1200;49.16758;13.21680;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-centrum-oaza;Ski Centrum Oáza;Tchéquie;Olomouc;;1;0.3;543;593;50.07439;17.08099;https://www.penzionoaza.cz/lyzarska-sezona/;https://www.penzionoaza.cz/ski-areal-loucna-nad-desnou/cenik-skipasu/;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-ski-centrum-oaza-500746m170818;Ski Centrum Oáza;Tchéquie;Olomouc;;3;0.8;494;602;50.07462;17.08180;https://www.penzionoaza.cz/lyzarska-sezona/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-ski-klub-prachen;Ski klub Prácheň;Tchéquie;Liberec;;1;0.4;488;596;50.76848;14.49957;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-malenovice;Ski Malenovice;Tchéquie;Moravian-Silesian;;3;2.3;515;715;49.54650;18.45001;https://skimalenovice.cz/;;forfait;site injoignable (401);;;;;;;
cz-ski-nezdice;Ski Nezdice;Tchéquie;Plzeň;;1;1.3;670;745;49.16700;13.61295;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-ostruzna-retezarna;Ski Ostružná - Řetězárna;Tchéquie;Olomouc;;1;0.9;832;924;50.19170;17.03246;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-pancir;Ski Pancíř;Tchéquie;Plzeň;;3;1.9;857;1095;49.17002;13.24080;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-ski-sachty;Ski Šachty;Tchéquie;Liberec;;5;4.6;511;707;50.69654;15.39393;https://www.skisachty.cz/;https://www.skisachty.cz/cenik-sezona-2025-2026/dulezite-informace-k-ceniku-a-provozu/;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skiareal-benecko;Skiareál Benecko;Tchéquie;Liberec;;14;4;667;853;50.66188;15.55017;https://www.benecko.info/zima/skiareal-benecko/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skiareal-horni-guntramovice;Skiareál Horní Guntramovice;Tchéquie;Moravian-Silesian;;1;0.6;587;696;49.79197;17.55955;https://www.skiguntramovice.cz;;photo et forfait;site injoignable (401);;;;;;;
cz-skiareal-jested-jeschken;Skiareál Ještěd, Jeschken;Tchéquie;Liberec;Liberec;8;9;537;924;50.72730;14.99937;https://www.skijested.cz/;https://www.skijested.cz/zazitky/skolni-vylety/cenik;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skiareal-jizersky-kopec;Skiareál Jizerský kopec;Tchéquie;Liberec;;1;0.2;742;794;50.77418;15.35967;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiareal-klinovec;Skiareál Klínovec;Tchéquie;Karlovy Vary;;14;19.7;752;1240;50.38769;12.97114;https://klinovec.cz/;https://klinovec.cz/ceniky-skipasu/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skiareal-mytiny;Skiareál Mýtiny;Tchéquie;Liberec;;1;0.4;628;716;50.77048;15.38710;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiareal-nizbor;Skiareál Nižbor;Tchéquie;Central Bohemian;;1;0;306;357;49.99551;14.00042;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiareal-parez;Skiareál Pařez;Tchéquie;Liberec;;2;0.5;620;680;50.73581;15.43983;https://www.udatny.info/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skiareal-severka;Skiareál Severka;Tchéquie;Moravian-Silesian;;4;1.8;710;955;49.51903;18.70863;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiareal-spicka;Skiareál Špička;Tchéquie;Hradec Králové;;1;1.8;476;611;50.62771;15.66256;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiareal-spindleruv-mlyn-medvedin;Skiareál Špindlerův Mlýn - Medvědín;Tchéquie;dolnoslaskie;Lubawka Obszar Wiejski;9;16.5;693;1233;50.71194;15.61103;https://www.skiareal.cz/en/;https://www.skiareal.cz/ceniky/spindl-motion-rental-shop-medvedin;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skiareal-u-capa;skiareál U Čápa;Tchéquie;Liberec;;4;2.8;689;795;50.73859;15.34872;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiareal-zdechov;Skiareál Zděchov;Tchéquie;Zlín;;1;0.4;519;593;49.25822;18.07189;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiarena-karlov;Skiarena Karlov;Tchéquie;Moravian-Silesian;Rýmařov;4;3.9;685;849;50.00617;17.23696;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skiarena-pisek;Skiaréna Písek;Tchéquie;South Bohemian;;1;0.2;381;430;49.30613;14.12587;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-skicentrum-petr-udatny;Skicentrum Petr Udatný;Tchéquie;Liberec;;7;1.5;557;686;50.73526;15.45739;https://www.udatny.info/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-skipark-frymburk;Skipark Frymburk;Tchéquie;South Bohemian;Frymburk;4;0;752;833;48.65933;14.17498;https://parkfrymburk.cz/cz/uvod-zima;;photo;site injoignable (403);;;;;;;
cz-spindleruv-mlyn-labska;Špindlerův Mlýn - Labská;Tchéquie;Hradec Králové;;1;1.5;712;1035;50.71962;15.57615;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-stozek;Stożek;Tchéquie;Silesian Voivodeship;Wisła;2;3.2;703;934;49.60238;18.82950;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-stribrna-lisak;Stříbrná - Lišák;Tchéquie;Karlovy Vary;;2;2.3;612;787;50.35825;12.51952;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-svahova;Svahová;Tchéquie;Ústecký;;1;0.3;697;768;50.55119;13.41455;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-svata-anna;Svatá Anna;Tchéquie;Vysocina;;1;0;477;518;49.72215;15.68255;https://skichotebor.tode.cz/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-svetla-nad-sazavou-kadlecak;Světlá nad Sázavou - Kadlečák;Tchéquie;Vysocina;;1;0;479;538;49.67601;15.37600;https://skikadlecak.cz/home;https://skikadlecak.cz/cenik-leto;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-svetly-vrch;Světlý vrch;Tchéquie;Liberec;Albrechtice v Jizerských horách;2;0.7;632;708;50.76253;15.28700;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-tj-radegast-sihly;TJ Radegast Sihly;Tchéquie;Moravian-Silesian;;1;0.5;671;780;49.53354;18.51543;http://www.visalaje.cz/areal.php;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-trnava-luhy;Trnava-Luhy;Tchéquie;Zlín;;1;0.4;432;508;49.31750;17.85629;https://www.rstrnava.cz/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-u-karla;U Karla;Tchéquie;Hradec Králové;;3;0.5;676;742;50.68290;15.77826;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-umbule;Umbule;Tchéquie;Pardubice;Letohrad;1;0;388;492;50.01475;16.52664;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-vlek-kladenka;vlek Kladenka;Tchéquie;Hradec Králové;;1;0.3;949;1005;50.68046;15.74585;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-vlek-tisa;vlek Tisá;Tchéquie;Ústecký;;1;0.4;516;576;50.77635;14.03024;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-vsacky-cab;Vsacký cáb;Tchéquie;Zlín;;1;0;771;825;49.37435;18.09616;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-vyprachtice-ovaz;Výprachtice - Ovaz;Tchéquie;Pardubice;;2;0.4;698;767;49.99998;16.67188;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-vysoke-zibridovice;Vysoké Žibřidovice;Tchéquie;Olomouc;;1;0;556;572;50.11840;16.91656;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-weissova-louka;Weissova louka;Tchéquie;Plzeň;;2;0.4;946;994;49.17090;13.22675;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-zasada;Zásada;Tchéquie;Liberec;;1;0;521;612;50.70018;15.25926;https://www.zasadaskicentrum.cz/;https://www.zasadaskicentrum.cz/ski-areal-zasada/informace-o-arealu/cenik-vleku;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
cz-zetocha;Zetocha;Tchéquie;Olomouc;;1;0.2;741;783;50.19616;17.05029;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-zlata-olesnice;Zlatá Olešnice;Tchéquie;Liberec;;1;1.2;513;652;50.71165;15.35652;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
cz-zvicina;Zvičina;Tchéquie;Hradec Králové;;1;2.3;657;660;50.45842;15.69431;https://www.facebook.com/skizvicina;;photo;site injoignable (400);;;;;;;
de-aggershausen;Aggershausen;Allemagne;Baden-Württemberg;Mahlstetten;2;1.3;849;897;48.07732;8.81044;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-beiningen;Beiningen;Allemagne;Baden-Württemberg;Blaubeuren Abbey;1;0.6;628;664;48.38106;9.81513;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-beiwald;Beiwald;Allemagne;Baden-Württemberg;St. Johann;2;0.7;713;776;48.44548;9.40025;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-berghalde-penzburg;Berghalde - Penzburg;Allemagne;Bavaria;Penzberg;1;0;611;644;47.75739;11.38609;https://www.penzberg.de/kultur-und-freizeit/sport-freizeit/sportanlagen-und-hallen/freizeit-und-erholungszentrum-berghalde/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-bitz;Bitz;Allemagne;Baden-Württemberg;Albstadt;1;0.2;863;894;48.26293;9.07348;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-bottingen;Böttingen;Allemagne;Baden-Württemberg;Böttingen;1;1.1;900;964;48.09739;8.80862;https://www.skilift-boettingen.de/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-bromberg-alm;Bromberg Alm;Allemagne;Bavaria;Böbing;1;0;814;922;47.72652;11.03971;https://www.bromberg-alm.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-burladingen;Burladingen;Allemagne;Baden-Württemberg;Burladingen;1;1.2;743;897;48.28702;9.09519;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-deilingen;Deilingen;Allemagne;Baden-Württemberg;Deilingen;1;0.2;867;904;48.16984;8.80244;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-ebingen;Ebingen;Allemagne;Baden-Württemberg;Albstadt;2;2.4;758;929;48.19735;9.00227;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-eck;Eck;Allemagne;Bavaria;Arnbruck;2;2.9;841;1057;49.12615;13.05238;http://www.skieck.de/;http://www.skieck.de/index.php/skilift-eck/preisliste.html;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-engstingen;Engstingen;Allemagne;Baden-Württemberg;Engstingen;6;4.3;697;775;48.38291;9.32268;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-erbeskopf;Erbeskopf;Allemagne;Rhineland-Palatinate;Hilscheid;4;1.9;687;798;49.73308;7.08613;https://www.erbeskopf.de/tourismus/wintersportzentrum-erbeskopf.html;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-eschenlohe-auf-der-rieder;Eschenlohe auf der Rieder;Allemagne;Bavaria;Eschenlohe;1;0.8;643;698;47.58423;11.18739;https://www.eschenlohe.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-etzelwang;Etzelwang;Allemagne;Bavaria;Etzelwang;1;1.7;415;513;49.51972;11.57971;https://www.brennberglift.de/;;photo;site injoignable (pas de réponse);;;;;;;
de-familienabfahrt;Familienabfahrt;Allemagne;Baden-Württemberg;Nattheim;0;0;;;48.70680;10.23189;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-fridingen-antoni;Fridingen Antoni;Allemagne;Baden-Württemberg;Fridingen an der Donau;2;0.8;674;780;48.01843;8.94100;https://4-host.de/sc-fridingen/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-frohnd;Fröhnd;Allemagne;Baden-Württemberg;Fröhnd;1;4.7;698;985;47.76521;7.86149;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-glonn;Glonn;Allemagne;Bavaria;Glonn;0;0.2;573;604;47.99594;11.85428;https://www.skilift-glonn.de/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
