id;nom;pays;region;localite;remontees;km_pistes;bas_m;sommet_m;lat;lon;site_officiel_connu;page_tarifs_trouvee;manque;raison;photo_url;photo_legende;forfait_jour_adulte;devise;periode;source;note
pl-dzikowiec;Dzikowiec;Pologne;dolnoslaskie;Boguszów-Gorce;3;1;590;811;50.72242;16.21489;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-family-park-dimbo;Family Park DIMBO;Pologne;Lesser Poland Voivodeship;Krynica-Zdrój;5;0;588;619;49.40536;20.93206;https://www.dimbo.pl/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-globus-ski;Globus Ski;Pologne;Lubelskie;Lublin;0;0.2;194;216;51.23775;22.53314;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-go-ebiewski;Gołębiewski;Pologne;Warmian-Masurian Voivodeship;Mikołajki Obszar Wiejski;0;0;;;53.81244;21.56014;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-gora-czterech-wiatrow-g4w;Góra Czterech Wiatrów G4W;Pologne;Warmian-Masurian Voivodeship;Mrągowo Obszar Wiejski;2;0.5;130;177;53.85721;21.32860;https://g4w.pl/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-gora-parkowa;Góra Parkowa;Pologne;Lesser Poland Voivodeship;Krynica-Zdrój;5;0;591;736;49.41699;20.96375;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-gorka-srodulska;Górka Środulska;Pologne;Silesian Voivodeship;Sosnowiec;3;0.4;271;320;50.29158;19.16741;https://stoksrodula.pl/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-guba-owka;Gubałówka;Pologne;Lesser Poland Voivodeship;Zakopane;6;0.6;1045;1111;49.30416;19.93907;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-guba-owka-534859m145231;Gubałówka;Pologne;Zachodniopomorskie;Szczecin;1;0.5;85;112;53.48591;14.52311;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-hajduk;Hajduk;Pologne;Lesser Poland Voivodeship;;0;0;;;49.30888;20.02981;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-henryk-ski;Henryk Ski;Pologne;Lesser Poland Voivodeship;Krynica-Zdrój;4;2;600;811;49.42107;20.94822;https://henryk.ski;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-jastrzebia;Jastrzębia;Pologne;Lesser Poland Voivodeship;Ciężkowice Obszar Wiejski;1;0.4;282;373;49.78287;20.88798;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-jugow-park;Jugow Park;Pologne;dolnoslaskie;Gmina Nowa Ruda;2;1.4;689;893;50.65023;16.52558;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-jurasowka;Jurasówka;Pologne;Lesser Poland Voivodeship;;2;0.8;390;451;49.87279;20.89951;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-karpatka-panorama;Karpatka Panorama;Pologne;dolnoslaskie;Karpacz;5;0;596;681;50.78043;15.75100;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-kasprowy-wierch;Kasprowy Wierch;Pologne;Lesser Poland Voivodeship;Zakopane;5;10;1039;1958;49.25005;19.97947;https://www.pkl.pl/kasprowy-wierch/kasprowy.html;https://www.pkl.pl/kasprowy-wierch/skipass-sezonowy.html;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-kocierz;Kocierz;Pologne;Lesser Poland Voivodeship;Andrychów Obszar Wiejski;1;0.5;643;732;49.78090;19.31742;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-kokuszka;Kokuszka;Pologne;Lesser Poland Voivodeship;Piwniczna-Zdrój Wieś;1;0.5;414;557;49.45703;20.71037;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-kolorowa;Kolorowa;Pologne;dolnoslaskie;Karpacz;1;0;659;700;50.77087;15.74975;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-komancza;Komańcza;Pologne;Podkarpackie;;1;0;480;560;49.33293;22.07638;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-kompleks-narciarski-bia-y-krzyz;Kompleks Narciarski Biały Krzyż;Pologne;Silesian Voivodeship;;2;0.5;893;929;49.66629;18.96139;https://bialykrzyz.com.pl/;https://bialykrzyz.com.pl/cennik/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-kompleks-narciarski-kopa-w-karpaczu;Kompleks Narciarski Kopa w Karpaczu;Pologne;dolnoslaskie;Karpacz;0;0;;;50.74771;15.72730;https://karpaczskiarena.pl;https://karpaczskiarena.pl/lato/cennik/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-kompleks-pilsko-jontek;Kompleks Pilsko-Jontek;Pologne;Silesian Voivodeship;;10;10.7;717;1433;49.54816;19.33136;https://pilsko.org/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-kosza-kowo;Koszałkowo;Pologne;Pomorskie;;13;1;180;244;54.23137;18.10148;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-krzyzowa-gora;Krzyżowa Góra;Pologne;Warmian-Masurian Voivodeship;Lidzbark Warmiński;0;0;;;54.11883;20.56565;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-kudowa-zdroj;Kudowa Zdrój;Pologne;dolnoslaskie;Kudowa-Zdrój;2;0;462;502;50.45556;16.25932;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-lipki;Lipki;Pologne;Lesser Poland Voivodeship;Zakopane;2;0.3;834;850;49.29152;19.94431;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-lubinka;Lubinka;Pologne;Lesser Poland Voivodeship;;0;0;;;49.89944;20.88852;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-lubomierz;Lubomierz;Pologne;Lesser Poland Voivodeship;Gmina Mszana Dolna;1;0.6;819;834;49.59218;20.21654;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-ma-ego-krola;Małego Króla;Pologne;Podkarpackie;Ustrzyki Dolne;0;0;;;49.43543;22.56746;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-malta-ski;Malta Ski;Pologne;Greater Poland;Poznan;3;0.6;61;94;52.39928;16.97939;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-mareszka;Mareszka;Pologne;Podkarpackie;;1;1.3;449;528;49.53904;21.41522;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-mazurski;Mazurski;Pologne;Warmian-Masurian Voivodeship;;2;0;149;181;53.88981;21.98639;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-murzasichle;Murzasichle;Pologne;Lesser Poland Voivodeship;;6;0.3;848;888;49.31135;20.03624;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-myslecinek;Myślęcinek;Pologne;Kujawsko-pomorskie;Bydgoszcz;2;0.4;71;97;53.16887;18.03388;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-na-stoku;Na Stoku;Pologne;dolnoslaskie;Głuszyca;2;0.9;608;731;50.67612;16.44289;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-nowa-morawa;Nowa Morawa;Pologne;dolnoslaskie;Stronie Śląskie Obszar Wiejski;0;0.4;630;715;50.24055;16.89914;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-nowy-giera-tow;Nowy Gierałtów;Pologne;dolnoslaskie;Stronie Śląskie Obszar Wiejski;1;0.4;634;718;50.29775;16.96831;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-oaza-ski;Oaza-Ski;Pologne;Podkarpackie;Strzyżów;4;0;243;352;49.87944;21.77818;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-obidowa;Obidowa;Pologne;Lesser Poland Voivodeship;Nowy Targ Obszar Wiejski;1;0.5;731;802;49.53650;20.00778;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-ochodzitaski;Ochodzitaski;Pologne;Silesian Voivodeship;;1;0;748;891;49.54636;18.95224;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-okragla-gorka;Okrągla Górka;Pologne;Lesser Poland Voivodeship;;3;0.5;570;644;49.52166;20.93204;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-orawka;Orawka;Pologne;Lesser Poland Voivodeship;;2;0;675;742;49.51507;19.73101;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-osmelakowa-dolina;Osmelakowa Dolina;Pologne;dolnoslaskie;Bystrzyca Kłodzka Obszar Wiejski;1;0.3;740;796;50.27974;16.53592;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-osrodek-bystre;Osrodek Bystre;Pologne;Podkarpackie;;1;0.8;484;706;49.31288;22.26846;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-osrodek-narciarski-kotelnica-bia-czanska-kotelnica-bia-czanska-ski-resort;Ośrodek Narciarski Kotelnica Białczańska, Kotelnica Białczańska Ski Resort;Pologne;Lesser Poland Voivodeship;;22;17.5;705;942;49.37721;20.09199;https://bialkatatrzanska.pl;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-osrodek-narciarski-nart-sport;"Ośrodek Narciarski ""Nart-Sport""";Pologne;Lubelskie;;6;0.8;154;196;51.30539;22.08757;https://www.nartsport.pl/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
pl-osrodek-narciarski-nartraj;"Ośrodek Narciarski ""NartRaj""";Pologne;Lubelskie;Chełm;2;0;222;239;51.14805;23.42233;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-osrodek-narciarski-trzepowo;Ośrodek Narciarski Trzepowo;Pologne;Pomorskie;;5;1.1;190;222;54.18054;18.27483;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-osrodek-narciarski-za-groniem;Ośrodek narciarski „Za Groniem”;Pologne;Silesian Voivodeship;;1;0.4;557;642;49.59704;19.08067;https://zagroniem.pl/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-parchatka;Parchatka;Pologne;Lubelskie;Kazimierz Dolny Obszar Wiejski;3;0;137;186;51.38048;21.99933;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-parda-owka-ugory;Pardałówka Ugory;Pologne;Lesser Poland Voivodeship;Zakopane;1;0;855;896;49.30227;19.98412;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-park-szczesliwice;Park Szczęśliwice;Pologne;Mazowieckie;Warsaw;2;0.2;110;152;52.20512;20.95691;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-partecznik;Partecznik;Pologne;Silesian Voivodeship;Wisła;2;0.6;458;559;49.65412;18.87431;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-piast;Piast;Pologne;Silesian Voivodeship;;1;1.8;576;758;49.62816;19.25804;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-piekna-gora;Piękna Góra;Pologne;Warmian-Masurian Voivodeship;Gołdap;5;2.3;197;263;54.28224;22.29214;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-pierscienica-kielce;Pierścienica – Kielce;Pologne;Świętokrzyskie Voivodship;Kielce;3;0.5;296;357;50.84037;20.60231;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-pod-durbaszka;Pod Durbaszką;Pologne;Lesser Poland Voivodeship;Szczawnica Obszar Wiejski;1;0;813;925;49.39008;20.53770;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-pod-honem;Pod Honem;Pologne;Podkarpackie;;1;0;621;739;49.21473;22.31283;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-pod-wangiem;Pod Wangiem;Pologne;dolnoslaskie;Karpacz;0;0;;;50.77997;15.72787;https://www.podwangiem-ski.pl/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-polana-sosny;Polana Sosny;Pologne;Lesser Poland Voivodeship;;3;1.7;499;592;49.40428;20.32843;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-polanki;Polanki;Pologne;Lesser Poland Voivodeship;Szczawa;0;0;545;671;49.60703;20.28995;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-prze-ecz-sokola;Przełęcz Sokola;Pologne;dolnoslaskie;Głuszyca;6;0.9;757;837;50.66185;16.46434;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-przedszkole-narciarskie;Przedszkole narciarskie;Pologne;Świętokrzyskie Voivodship;Daleszyce Obszar Wiejski;1;0.1;279;286;50.83423;20.74011;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-rusin-ski;Rusiń-Ski;Pologne;Lesser Poland Voivodeship;;6;2.5;769;944;49.35688;20.09752;https://rusin-ski.pl/wyciag/;https://www.rusin-ski.pl/cennik;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-s-awicski-raj;SławicSki Raj;Pologne;Lesser Poland Voivodeship;Miechów Obszar Wiejski;2;0.4;275;343;50.31455;20.08757;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-sami-swoi;Sami Swoi;Pologne;Lesser Poland Voivodeship;;1;0.6;781;914;49.36391;20.03620;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-siepraw;Siepraw;Pologne;Lesser Poland Voivodeship;;6;1.3;274;334;49.90344;19.99327;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-siglany;Siglany;Pologne;Silesian Voivodeship;Wisła;2;0.7;506;596;49.63828;18.86260;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-skalanka;Skalanka;Pologne;Silesian Voivodeship;;7;3.6;663;854;49.49589;18.97181;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-ski-park-rajcza;Ski Park Rajcza;Pologne;Silesian Voivodeship;;1;0.3;505;559;49.50343;19.10653;https://skiparkrajcza.pl/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
pl-skomielna-czarna;Skomielna Czarna;Pologne;Lesser Poland Voivodeship;;0;0;;;49.72754;19.83798;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-smerekowiec;Smerekowiec;Pologne;Lesser Poland Voivodeship;;1;0.5;453;518;49.50529;21.21633;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-smolen-ski;Smoleń Ski;Pologne;Silesian Voivodeship;Pilica Obszar Wiejski;2;0;420;472;50.44212;19.67962;https://smolen-ski.pl/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-sniezynka;Śnieżynka;Pologne;dolnoslaskie;Szczytna Obszar Wiejski;1;0;640;703;50.43962;16.34520;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-sopelek;Sopelek;Pologne;Silesian Voivodeship;Katowice;0;0;;;50.18293;18.98623;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-sport-dolina;Sport Dolina;Pologne;Silesian Voivodeship;Bytom;2;0;302;333;50.40282;18.85831;https://sportdolina.pl/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-stacja-narciarska-kazimierz-dolny;Stacja Narciarska Kazimierz Dolny;Pologne;Lubelskie;Kazimierz Dolny;5;1.7;134;191;51.33632;21.97978;https://stacjakazimierz.pl/;https://stacjakazimierz.pl/cennik;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-stacja-narciarska-rybno;Stacja narciarska Rybno;Pologne;Podlaskie;Łomża Obszar Wiejski;5;1.7;106;157;53.11716;22.18124;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stacja-narciarska-swiniorka;Stacja Narciarska Świniorka;Pologne;Silesian Voivodeship;;4;1.9;497;695;49.68656;18.90632;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stajkowa;Stajkowa;Pologne;Lesser Poland Voivodeship;;1;0.4;426;523;49.44840;20.43515;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stary-gron;Stary Groń;Pologne;Silesian Voivodeship;Górki Małe;1;0.6;418;552;49.71672;18.92011;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stok-bobliwo;Stok Bobliwo;Pologne;Lubelskie;;1;0.7;206;268;50.90087;23.05373;http://www.stokbobliwo.pl/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
pl-stok-karpatka;Stok Karpatka;Pologne;dolnoslaskie;Karpacz;0;0;;;50.78055;15.74938;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stok-narciarski;Stok narciarski;Pologne;Greater Poland;Chodzież;2;0;86;127;52.98194;16.93950;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stok-narciarski-bia-a-gora;"Stok Narciarski ""Biała Góra""";Pologne;Lubelskie;Tomaszów Lubelski Obszar Wiejski;1;0.3;254;318;50.47917;23.47816;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stok-narciarski-dolina-szczescia;Stok narciarski Dolina Szczęścia;Pologne;dolnoslaskie;Szklarska Poręba;3;0;643;689;50.83440;15.52677;https://dolinaszczescia.pl/;https://dolinaszczescia.pl/artykul/cennik-wjazdow.htm;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-stok-narciarski-szopowe;Stok narciarski Szopowe;Pologne;Lubelskie;Józefów Obszar Wiejski;3;0;286;331;50.51579;23.06281;http://www.szopowe.pl/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
pl-stok-narciarski-w-jacni;Stok narciarski w Jacni;Pologne;Lubelskie;;3;0;258;308;50.57361;23.18407;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stok-narciarski-w-stobiernej;Stok narciarski w Stobiernej;Pologne;Podkarpackie;Gmina Dębica;1;0.5;268;312;50.03005;21.49503;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-stok-relaks;Stok Relaks;Pologne;dolnoslaskie;Karpacz;2;0;610;650;50.76943;15.76420;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-struznica;Strużnica;Pologne;dolnoslaskie;;0;0;;;50.83445;15.88738;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-swieta-gora;Święta Góra;Pologne;dolnoslaskie;Lubawka;1;0;530;699;50.70494;16.01568;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-szance;Szańce;Pologne;Silesian Voivodeship;Koniaków;1;0;670;742;49.55394;18.94871;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-szklarska-poreba;Szklarska Poręba;Pologne;dolnoslaskie;Szklarska Poręba;0;0;;;50.83333;15.53333;https://www.szklarskaporeba.pl/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-szrenica-ski-arena;Szrenica Ski Arena;Pologne;dolnoslaskie;Szklarska Poręba;7;8;713;1306;50.80466;15.51084;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-sztuczny-stok-narciarski;Sztuczny stok narciarski;Pologne;Greater Poland;Międzychód;0;0;;;52.60445;15.90708;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-szus;Szus;Pologne;Silesian Voivodeship;;1;0;637;696;49.55094;18.92805;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-szyndzielnia;Szyndzielnia;Pologne;Silesian Voivodeship;Bielsko-Biala;2;0.3;964;1008;49.76555;19.00588;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-tumlin-sport-ski;Tumlin Sport Ski;Pologne;Świętokrzyskie Voivodship;;1;0.4;307;375;50.95806;20.56618;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-u-gruloka;U Gruloka;Pologne;Lesser Poland Voivodeship;Poronin;2;0;752;915;49.33759;20.01301;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-u-steni;U Steni;Pologne;Lesser Poland Voivodeship;;1;0;908;989;49.34560;20.06891;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-u-zura;U Żura;Pologne;Lesser Poland Voivodeship;Rabka-Zdrój Obszar Wiejski;2;0.4;497;542;49.58026;19.91354;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-uboc;UBOC;Pologne;Lesser Poland Voivodeship;;2;0;816;867;49.33295;19.82114;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-unis-aw;Unisław;Pologne;Kujawsko-pomorskie;;3;0;34;69;53.20824;18.35398;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-wegierski;Węgierski;Pologne;Silesian Voivodeship;;0;0;;;49.71083;18.96974;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-wielka-sowa;Wielka Sowa;Pologne;dolnoslaskie;Pieszyce Obszar Wiejski;2;0;697;1011;50.68667;16.48830;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-winiarska;Winiarska;Pologne;Podkarpackie;Iwonicz-Zdrój;1;0;452;497;49.56640;21.78356;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-wujskie;Wujskie;Pologne;Podkarpackie;Gmina Sanok;2;0;417;488;49.55760;22.28503;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-wyciag-narciarski-kartasiowka;"Wyciąg narciarski ""Kartasiówka""";Pologne;Warmian-Masurian Voivodeship;;3;0;109;142;53.69675;20.48077;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-wyciagi-baca;Wyciągi Baca;Pologne;Lesser Poland Voivodeship;;2;0.5;654;737;49.61656;19.51435;http://www.zawoja-ski.pl/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-wyciagi-wojtek;Wyciągi Wojtek;Pologne;Lesser Poland Voivodeship;;2;0.5;658;746;49.61603;19.51274;http://www.zawoja-ski.pl/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pl-wysoki-wierch;Wysoki Wierch;Pologne;Lesser Poland Voivodeship;Bukowina Tatrzańska;12;0;919;987;49.33369;20.09451;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-ysa-gora;Łysa Góra;Pologne;dolnoslaskie;;0;0.9;522;685;50.96321;15.80722;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-zadzia;Zadział;Pologne;Lesser Poland Voivodeship;Nowy Targ;1;0;632;717;49.50279;20.03233;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-zieleniec;Zieleniec;Pologne;dolnoslaskie;Duszniki-Zdrój;2;1.5;1011;1016;50.33089;16.38881;https://zieleniec.pl/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
pl-zieleniec-503335m163895;Zieleniec;Pologne;dolnoslaskie;Duszniki-Zdrój;30;20.1;739;1015;50.33351;16.38949;https://zieleniec.pl/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
pl-zielona-brama;Zielona Brama;Pologne;Pomorskie;;2;0;193;258;54.20243;18.32181;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pl-zo-wik;Żółwik;Pologne;dolnoslaskie;Karpacz;9;0.3;776;810;50.77794;15.72816;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
pt-serra-da-estrela;Serra da Estrela;Portugal;Castelo Branco;;5;5.4;1850;1986;40.32699;-7.61554;https://www.skiserradaestrela.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
pt-ski-parque;Ski Parque;Portugal;Guarda;;1;0;580;653;40.41000;-7.46911;https://skiparque.pt/wp/;;photo et forfait;site injoignable (403);;;;;;;
ro-arena-platos;Arena Platoș;Roumanie;Sibiu;Păltiniş;7;3.7;1299;1387;45.67234;23.93979;https://paltinisarena.ro/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ro-arieseni;Arieşeni;Roumanie;Alba;;3;1.7;1185;1440;46.50794;22.67309;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-baile-homorod;Băile Homorod;Roumanie;Harghita;Băile Homorod;1;0.3;727;779;46.34886;25.47408;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-baile-tusnad;Baile Tusnad;Roumanie;Harghita;;0;0;;;46.15397;25.87499;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-balea-lac;Balea Lac;Roumanie;Sibiu;;1;0;1259;2032;45.62073;24.61183;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-banffydongo-dangau-mare;Bánffydongó - Dangau Mare;Roumanie;Cluj;;0;0;;;46.75201;23.20776;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-bogdan;Bogdan;Roumanie;Harghita;;2;1.9;1019;1206;46.61916;25.25645;https://schi-bogdan.ro/;;photo et forfait;site injoignable (403);;;;;;;
ro-bogdan-parajd;Bogdán - Parajd;Roumanie;Harghita;;0;0;;;46.58512;25.24366;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-borsec;Borsec;Roumanie;Harghita;;0;0;;;46.93210;25.56943;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-borsec-469779m255822;Borsec;Roumanie;Harghita;;1;2.1;936;1074;46.97795;25.58218;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ro-bujdoso;Bujdosó;Roumanie;Harghita;;2;0.7;1234;1314;46.65114;25.29484;https://bucsin.ro;https://bucsin.ro/hu/arak.html;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
